Nr_packets_up,Nr_packets_down,Bytes_up,Bytes_down,Bursts,Bytes_in_bursts,Trace_time,Answer
48,69,7215,89118,55,34631,11.579601,https://www.teleradiosciacca.it/
37,63,4096,87934,47,32234,0.362065,https://www.teleradiosciacca.it/
38,66,4172,89676,61,42426,0.376849,https://www.teleradiosciacca.it/
35,61,3908,86292,51,36717,0.374865,https://www.teleradiosciacca.it/
37,63,4096,87934,51,36656,0.380433,https://www.teleradiosciacca.it/
37,63,4096,87934,49,33870,0.366609,https://www.teleradiosciacca.it/
35,63,3908,87934,49,35008,0.365137,https://www.teleradiosciacca.it/
35,62,3908,86386,49,35008,0.366097,https://www.teleradiosciacca.it/
35,63,3908,87934,53,37130,0.365585,https://www.teleradiosciacca.it/
38,63,4184,87934,49,33931,0.368209,https://www.teleradiosciacca.it/
36,62,3996,87840,51,35567,0.366609,https://www.teleradiosciacca.it/
37,62,4096,87840,57,41637,0.404049,https://www.teleradiosciacca.it/
32,62,3644,87840,45,30659,0.366609,https://www.teleradiosciacca.it/
37,63,4084,87934,41,27295,0.379921,https://www.teleradiosciacca.it/
36,61,3996,87740,45,32107,0.363601,https://www.teleradiosciacca.it/
37,62,4096,87840,51,35579,0.373777,https://www.teleradiosciacca.it/
35,63,3908,87934,47,33372,0.368721,https://www.teleradiosciacca.it/
37,62,4096,89221,53,37203,0.376849,https://www.teleradiosciacca.it/
37,62,4084,86386,49,32550,0.397329,https://www.teleradiosciacca.it/
39,65,4249,88128,60,41950,0.862272,https://www.teleradiosciacca.it/
28,42,3388,48951,37,21796,12.548881,https://www.ycombinator.com/
19,31,2496,40476,29,18303,1.290385,https://www.ycombinator.com/
6,9,1352,7834,6,564,1.270353,https://www.ycombinator.com/
24,38,2937,49116,37,22811,1.352273,https://www.ycombinator.com/
16,35,2232,46494,17,8694,0.475729,https://www.ycombinator.com/
20,39,2584,49213,27,16322,0.504337,https://www.ycombinator.com/
7,10,1440,9314,8,2200,0.449105,https://www.ycombinator.com/
23,37,2848,49011,33,21644,0.515089,https://www.ycombinator.com/
21,37,2672,47749,37,23124,0.481873,https://www.ycombinator.com/
24,39,2924,49233,20,9567,1.585728,https://www.ycombinator.com/
23,37,2860,47579,36,22922,0.513105,https://www.ycombinator.com/
18,38,2409,47672,21,8841,0.575505,https://www.ycombinator.com/
18,37,2420,49024,23,13269,0.524881,https://www.ycombinator.com/
22,36,2760,47495,35,22127,0.494097,https://www.ycombinator.com/
22,36,2760,47491,17,8231,0.533585,https://www.ycombinator.com/
27,37,4042,49037,39,25935,0.491025,https://www.ycombinator.com/
22,37,2760,49045,31,19318,0.646225,https://www.ycombinator.com/
20,36,2584,47468,26,15783,0.495633,https://www.ycombinator.com/
6,8,1352,7740,6,2018,0.464977,https://www.ycombinator.com/
24,38,2948,49124,33,20432,0.512017,https://www.ycombinator.com/
